id,lex,lemma
1740,3,entity
1930,3,physical_entity
2137,3,abstraction
2137,3,abstract_entity
2452,3,thing
2684,3,object
2684,3,physical_object
3553,3,whole
3553,3,unit
3993,3,congener
4258,3,living_thing
4258,3,animate_thing
4475,3,organism
4475,3,being
5787,3,benthos
5930,3,dwarf
6024,3,heterotroph
6150,3,parent
6269,3,life
6400,3,biont
6484,3,cell
7347,3,causal_agent
7347,3,cause
7347,3,causal_agency
7846,3,person
7846,3,individual
7846,3,someone
7846,3,somebody
7846,3,mortal
7846,3,soul
15388,3,animal
15388,3,animate_being
15388,3,beast
15388,3,brute
15388,3,creature
15388,3,fauna
17222,3,plant
17222,3,flora
17222,3,plant_life
19046,3,native
19128,3,natural_object
19613,3,substance
20090,3,substance
20827,3,matter
21265,3,food
21265,3,nutrient
21734,3,nutrient
21939,3,artifact
21939,3,artefact
22903,3,article
23100,3,psychological_feature
23271,3,cognition
23271,3,knowledge
23271,3,noesis
23773,3,motivation
23773,3,motive
23773,3,need
24264,3,attribute
24720,3,state
26192,3,feeling
27167,3,location
27807,3,shape
27807,3,form
28270,3,time
28651,3,space
28651,3,infinite
29007,3,absolute_space
29114,3,phase_space
29378,3,event
29677,3,process
29677,3,physical_process
30358,3,act
30358,3,deed
30358,3,human_action
30358,3,human_activity
31264,3,group
31264,3,grouping
31921,3,relation
32613,3,possession
32823,3,social_relation
33020,3,communication
33615,3,measure
33615,3,quantity
33615,3,amount
34213,3,phenomenon
34479,4,thing
34574,4,kindness
34574,4,benignity
34777,4,abdominoplasty
34777,4,tummy_tuck
34939,4,abort
35189,4,accomplishment
35189,4,achievement
35697,4,agon
35891,4,alienation
36061,4,application
36299,4,beachhead
36299,4,foothold
36580,4,cakewalk
36762,4,feat
36762,4,effort
36762,4,exploit
37006,4,masterpiece
37090,4,masterstroke
37200,4,credit
37396,4,action
38175,4,res_gestae
38262,4,course
38262,4,course_of_action
38573,4,blind_alley
38863,4,collision_course
39021,4,interaction
39211,4,interplay
39297,4,contact
39545,4,brush
39740,4,eye_contact
39916,4,fetch
39990,4,placement
40152,4,interchange
40152,4,reciprocation
40152,4,give-and-take
40420,4,reciprocity
40545,4,cross-fertilization
40545,4,cross-fertilisation
40804,4,dealings
40804,4,traffic
40962,4,relation
41188,4,playing
41468,4,play
41468,4,swordplay
41614,4,boondoggle
41740,4,bowling
41899,4,acquiring
41899,4,getting
42311,4,causing
42311,4,causation
42541,4,delivery
42541,4,obstetrical_delivery
42757,4,departure
42757,4,going
42757,4,going_away
42757,4,leaving
43116,4,derring-do
43195,4,discovery
43195,4,find
43195,4,uncovering
43609,4,disposal
43609,4,disposition
43902,4,hit
44150,4,implementation
44150,4,effectuation
44455,4,egress
44455,4,egression
44455,4,emergence
44673,4,equalization
44673,4,equalisation
44673,4,leveling
44900,4,exhumation
44900,4,disinterment
44900,4,digging_up
45114,4,mitzvah
45114,4,mitsvah
45250,4,propulsion
45250,4,actuation
45646,4,rally
45646,4,rallying
45907,4,recovery
45907,4,retrieval
46177,4,running_away
46344,4,stunt
46522,4,touch
46522,4,touching
47018,4,tour_de_force
47106,4,performance
47356,4,overachievement
47550,4,underachievement
47745,4,record
47745,4,track_record
47941,4,fait_accompli
47941,4,accomplished_fact
48051,4,going
48051,4,sledding
48225,4,arrival
48225,4,reaching
48374,4,arrival
48656,4,attainment
48828,4,advent
48828,4,coming
49003,4,entrance
49003,4,entering
49003,4,entry
49003,4,ingress
49003,4,incoming
49344,4,incursion
49530,4,intrusion
49636,4,irruption
49789,4,entree
49909,4,entail
50037,4,registration
50037,4,enrollment
50037,4,enrolment
50195,4,appearance
50484,4,apparition
50693,4,emergence
50693,4,emersion
50887,4,reappearance
50887,4,return
51077,4,comeback
51192,4,return
51192,4,homecoming
51385,4,repatriation
51525,4,penetration
51712,4,interpenetration
51712,4,permeation
51897,4,market_penetration
52052,4,anchorage
52146,4,docking
52146,4,moorage
52146,4,dockage
52146,4,tying_up
52334,4,landing
52500,4,landing
52791,4,forced_landing
52791,4,emergency_landing
53020,4,breaking_away
53097,4,farewell
53097,4,leave
53097,4,leave-taking
53097,4,parting
53405,4,French_leave
53525,4,valediction
53609,4,disappearance
53609,4,disappearing
53806,4,vanishing
53913,4,withdrawal
54328,4,effacement
54328,4,self-effacement
54483,4,retreat
54652,4,retirement
54652,4,retreat
54821,4,evacuation
55038,4,medical_evacuation
55038,4,medevac
55038,4,medivac
55227,4,decampment
55315,4,desertion
55315,4,abandonment
55315,4,defection
55633,4,abscondment
55633,4,decampment
55793,4,absence_without_leave
55793,4,unauthorized_absence
55932,4,deviationism
56087,4,emigration
56087,4,out-migration
56087,4,expatriation
56311,4,immigration
56311,4,in-migration
56551,4,aliyah
56688,4,pullback
56912,4,retreat
57162,4,standdown
57162,4,stand-down
57306,4,disengagement
57306,4,fallback
57306,4,pullout
57486,4,receding
57486,4,recession
57657,4,sailing
57748,4,amphibious_landing
58002,4,debarkation
58002,4,disembarkation
58002,4,disembarkment
58247,4,going_ashore
58337,4,boarding
58337,4,embarkation
58337,4,embarkment
58519,4,exit
58608,4,elopement
58743,4,escape
58743,4,flight
59127,4,evasion
59376,4,slip
59376,4,elusion
59376,4,eluding
59552,4,maneuver
59552,4,manoeuvre
59552,4,evasive_action
59728,4,clinch
59895,4,dodge
59989,4,break
59989,4,breakout
59989,4,jailbreak
59989,4,gaolbreak
59989,4,prisonbreak
59989,4,prison-breaking
60201,4,getaway
60201,4,lam
60414,4,exodus
60414,4,hegira
60414,4,hejira
60548,4,Hegira
60548,4,Hejira
60747,4,skedaddle
60817,4,Underground_Railroad
60817,4,Underground_Railway
61014,4,close_call
61014,4,close_shave
61014,4,squeak
61014,4,squeaker
61014,4,narrow_escape
61171,4,surfacing
61290,4,dispatch
61290,4,despatch
61290,4,shipment
61453,4,reshipment
61598,4,consummation
61792,4,consummation
61917,4,realization
61917,4,realisation
61917,4,fruition
62133,4,orgasm
62133,4,climax
62133,4,sexual_climax
62133,4,coming
62331,4,male_orgasm
62451,4,fulfillment
62451,4,fulfilment
62671,4,self-fulfillment
62671,4,self-realization
62671,4,self-realisation
62806,4,attainment
63014,4,record
63310,4,track_record
63559,4,world_record
63652,4,success
64018,4,winning
64151,4,blockbuster
64151,4,megahit
64151,4,smash_hit
64370,4,sleeper
64504,4,hit
64504,4,smash
64504,4,smasher
64504,4,strike
64504,4,bang
64789,4,bell_ringer
64789,4,bull's_eye
64789,4,mark
64789,4,home_run
65098,4,ennoblement
65216,4,conquest
65336,4,coup
65418,4,flying_colors
65418,4,flying_colours
65575,4,passing
65575,4,pass
65575,4,qualifying
65855,4,credit
65855,4,course_credit
66075,4,semester_hour
66075,4,credit_hour
66216,4,nonaccomplishment
66216,4,nonachievement
66397,4,failure
66636,4,failure
66901,4,failing
66901,4,flunk
67153,4,naught
67254,4,cut
67397,4,default
67526,4,loss
67707,4,capitulation
67707,4,fall
67707,4,surrender
67990,4,frustration
67990,4,thwarting
67990,4,foiling
68170,4,overturn
68170,4,upset
68333,4,backsliding
68333,4,lapse
68333,4,lapsing
68333,4,relapse
68333,4,relapsing
68333,4,reversion
68333,4,reverting
68617,4,recidivism
68755,4,disappointment
68755,4,dashing_hopes
68901,4,breach
69060,4,copout
69173,4,breach_of_contract
69444,4,anticipatory_breach
69444,4,constructive_breach
69604,4,breach_of_duty
69685,4,breach_of_the_covenant_of_warranty
69815,4,breach_of_promise
69918,4,breach_of_trust
70077,4,breach_of_trust_with_fraudulent_intent
70215,4,breach_of_warranty
70363,4,leaning
70462,4,material_breach
70641,4,motivation
70641,4,motivating
70807,4,partial_breach
70965,4,mistake
70965,4,error
70965,4,fault
71546,4,double_fault
71700,4,footfault
71864,4,bobble
72068,4,error
72068,4,misplay
72261,4,blot
72261,4,smear
72261,4,smirch
72261,4,spot
72261,4,stain
72473,4,confusion
72473,4,mix-up
72691,4,incursion
72808,4,miscalculation
72808,4,misreckoning
72808,4,misestimation
73032,4,backfire
73032,4,boomerang
73177,4,rounding
73177,4,rounding_error
73525,4,truncation_error
73713,4,distortion
73828,4,slip
73828,4,slip-up
73828,4,miscue
73828,4,parapraxis
74092,4,Freudian_slip
74324,4,offside
74524,4,oversight
74524,4,lapse
74624,4,omission
74624,4,skip
74790,4,blunder
74790,4,blooper
74790,4,bloomer
74790,4,bungle
74790,4,pratfall
74790,4,foul-up
74790,4,fuckup
74790,4,flub
74790,4,botch
74790,4,boner
74790,4,boo-boo
75283,4,snafu
75471,4,spectacle
75618,4,ballup
75618,4,balls-up
75618,4,cockup
75618,4,mess-up
75790,4,bull
75912,4,fumble
75912,4,muff
76072,4,fluff
76196,4,faux_pas
76196,4,gaffe
76196,4,solecism
76196,4,slip
76196,4,gaucherie
76323,4,howler
76393,4,clanger
76563,4,trip
76563,4,trip-up
76563,4,stumble
76563,4,misstep
76884,4,spill
76884,4,tumble
76884,4,fall
77169,4,pratfall
77249,4,wipeout
77419,4,acquisition
77856,4,obtainment
77856,4,obtention
77981,4,catching
77981,4,contracting
78217,4,incurring
78393,4,moneymaking
78536,4,annexation
78821,4,pork-barreling
79018,4,purchase
79212,4,redemption
79212,4,repurchase
79212,4,buyback
79398,4,trading
79603,4,bond_trading
79603,4,bond-trading_activity
79752,4,program_trading
79908,4,short_sale
79908,4,short_selling
80096,4,short_covering
80242,4,insider_trading
80474,4,naked_option
80619,4,covered_option
80743,4,call_option
80743,4,call
80968,4,put_option
80968,4,put
81174,4,straddle
81395,4,incentive_option
81395,4,incentive_stock_option
81572,4,buying
81572,4,purchasing
81836,4,shopping
82081,4,marketing
82223,4,mail-order_buying
82223,4,catalog_buying
82347,4,viatication
82347,4,viaticus
82525,4,acceptance
82754,4,succession
82754,4,taking_over
82870,4,assumption
82870,4,laying_claim
83260,4,assumption
83448,4,position
83585,4,inheritance
83585,4,heritage
83729,4,procurement
83729,4,procurance
83729,4,procural
83975,4,appropriation
84371,4,borrowing
84371,4,adoption
84642,4,naturalization
84642,4,naturalisation
84895,4,misappropriation
85041,4,preemption
85041,4,pre-emption
85219,4,seizure
85432,4,usurpation
85678,4,confiscation
85678,4,arrogation
85829,4,distress
85829,4,distraint
86140,4,expropriation
86297,4,impoundment
86297,4,impounding
86297,4,internment
86297,4,poundage
86547,4,drug_bust
86547,4,drugs_bust
86654,4,impress
86654,4,impressment
86809,4,occupation
86809,4,occupancy
86809,4,moving_in
87073,4,preoccupancy
87073,4,preoccupation
87218,4,sequestration
87218,4,requisition
87423,4,grant
87423,4,subsidization
87423,4,subsidisation
87663,4,award
87663,4,awarding
87849,4,addiction
88154,4,block_grant
88367,4,grant-in-aid
88481,4,capture
88481,4,gaining_control
88481,4,seizure
88725,4,apprehension
88725,4,arrest
88725,4,catch
88725,4,collar
88725,4,pinch
88725,4,taking_into_custody
89027,4,conquest
89027,4,conquering
89027,4,subjection
89027,4,subjugation
89234,4,enslavement
89351,4,restitution
89351,4,return
89351,4,restoration
89351,4,regaining
89657,4,clawback
89891,4,repossession
90076,4,foreclosure
90253,4,reception
90253,4,receipt
90393,4,appointment
90610,4,comb-out
90779,4,giving
91013,4,abandonment
91234,4,discard
91234,4,throwing_away
91404,4,staging
91503,4,discard
91670,4,mine_disposal
91779,4,minesweeping
91893,4,sewage_disposal
91977,4,bait_and_switch
92212,4,private_treaty
92366,4,auction
92366,4,auction_sale
92366,4,vendue
92663,4,bootlegging
92847,4,bootlegging
93006,4,capitalization
93006,4,capitalisation
93127,4,overcapitalization
93127,4,overcapitalisation
93354,4,reclamation
93483,4,rescue
93483,4,deliverance
93483,4,delivery
93483,4,saving
93874,4,lifesaving
94001,4,redemption
94001,4,salvation
94240,4,absolution
94240,4,remission
94240,4,remittal
94240,4,remission_of_sin
94500,4,indulgence
94788,4,conversion
94788,4,rebirth
94788,4,spiritual_rebirth
94954,4,proselytism
95121,4,expiation
95121,4,atonement
95121,4,propitiation
95329,4,reparation
95329,4,amends
95502,4,liberation
95502,4,release
95502,4,freeing
95873,4,jail_delivery
95971,4,reclamation
95971,4,reformation
96211,4,salvage
96343,4,salvage
96513,4,salvation
96720,4,search_and_rescue_mission
96851,4,ransom
96969,4,recapture
96969,4,retaking
97122,4,recapture
97244,4,invocation
97348,4,instrumentation
97504,4,performance
97504,4,execution
97504,4,carrying_out
97504,4,carrying_into_action
97923,4,specific_performance
98051,4,linguistic_performance
98385,4,mechanism
98385,4,mechanics
98625,4,service
98822,4,curb_service
98939,4,self-service
99061,4,valet_parking
99267,4,dramatic_production
99267,4,dramatic_performance
99439,4,encore
99588,4,extemporization
99588,4,extemporisation
99588,4,improvisation
99799,4,juggle
99799,4,juggling
99951,4,magic_trick
99951,4,conjuring_trick
99951,4,trick
99951,4,magic
99951,4,legerdemain
99951,4,conjuration
99951,4,thaumaturgy
99951,4,illusion
99951,4,deception
100253,4,musical_performance
100437,4,one-night_stand
100543,4,rendition
100543,4,rendering
100543,4,interpretation
100889,4,reinterpretation
101003,4,spin
101191,4,playing
101410,4,bowing
101570,4,spiccato
101570,4,spiccato_bowing
101708,4,piping
101809,4,stopping
102039,4,double_stopping
102162,4,transposition
102374,4,jam_session
102457,4,automation
102457,4,mechanization
102457,4,mechanisation
102779,4,computerization
102779,4,cybernation
102927,4,motorization
102927,4,motorisation
103140,4,launching
103140,4,launch
103291,4,launching
103419,4,rocket_firing
103419,4,rocket_launching
103590,4,blastoff
103590,4,shot
103737,4,moon_shot
103834,4,drive
103834,4,thrust
103834,4,driving_force
104088,4,firewall
104249,4,impulse
104249,4,impulsion
104249,4,impetus
104409,4,roll
104409,4,bowl
104539,4,throw
104976,4,bowling
105164,4,fling
105271,4,heave
105271,4,heaving
105479,4,hurl
105479,4,cast
105624,4,leaner
105820,4,pass
105820,4,toss
105820,4,flip
106104,4,pitch
106272,4,pitch
106272,4,delivery
106726,4,ringer
106888,4,shy
107016,4,slinging
107137,4,throw-in
107279,4,balk
107400,4,ball
107551,4,beanball
107551,4,beaner
107684,4,change-up
107684,4,change-of-pace
107684,4,change-of-pace_ball
107684,4,off-speed_pitch
107875,4,curve
107875,4,curve_ball
107875,4,breaking_ball
107875,4,bender
108081,4,duster
108181,4,fastball
108181,4,heater
108181,4,smoke
108181,4,hummer
108181,4,bullet
108427,4,knuckleball
108427,4,knuckler
108545,4,overhand_pitch
108665,4,passed_ball
108818,4,screwball
108965,4,sinker
109081,4,slider
109227,4,spitball
109227,4,spitter
109414,4,strike
109771,4,submarine_ball
109771,4,submarine_pitch
109892,4,wild_pitch
110057,4,basketball_shot
110415,4,bank_shot
110554,4,dunk
110554,4,dunk_shot
110554,4,stuff_shot
110745,4,slam_dunk
110834,4,finger-roll
110964,4,foul_shot
110964,4,free_throw
110964,4,penalty_free_throw
110964,4,charity_toss
110964,4,charity_throw
110964,4,charity_shot
111222,4,one-and-one
111358,4,hook_shot
111358,4,hook
111503,4,jumper
111503,4,jump_shot
111660,4,lay-up
111660,4,layup
111839,4,pivot_shot
111962,4,set_shot
112072,4,scoop_shot
112185,4,tip_in
112312,4,push
112312,4,pushing
112674,4,depression
112828,4,click
112828,4,mouse_click
112997,4,nudge
112997,4,jog
113113,4,press
113113,4,pressure
113113,4,pressing
113532,4,impression
113726,4,shove
113954,4,bundling
114095,4,jostle
114095,4,jostling
114298,4,elbowing
114431,4,pull
114431,4,pulling
114871,4,drag
115036,4,draw
115036,4,haul
115036,4,haulage
115292,4,tow
115292,4,towage
115500,4,tug
115500,4,jerk
115667,4,draft
115667,4,draught
115667,4,drawing
115803,4,extirpation
115803,4,excision
115803,4,deracination
116008,4,pluck
116122,4,traction
116376,4,lift
116376,4,raise
116376,4,heave
116687,4,expulsion
116687,4,projection
116687,4,ejection
116687,4,forcing_out
116989,4,defenestration
117124,4,accommodation_reflex
117267,4,Babinski
117267,4,Babinski_reflex
117267,4,Babinski_sign
117578,4,belch
117578,4,belching
117578,4,burp
117578,4,burping
117578,4,eructation
117810,4,belching
117959,4,blink
117959,4,eye_blink
117959,4,blinking
117959,4,wink
117959,4,winking
117959,4,nictitation
117959,4,nictation
118268,4,blush
118268,4,flush
118445,4,coughing_up
118552,4,spit
118552,4,spitting
118552,4,expectoration
118733,4,vomit
118733,4,vomiting
118733,4,emesis
118733,4,regurgitation
118733,4,disgorgement
118733,4,puking
119079,4,rumination
119210,4,hematemesis
119210,4,haematemesis
119297,4,hyperemesis
119402,4,hyperemesis_gravidarum
119568,4,jump
119568,4,jumping
119893,4,header
120010,4,hop
120202,4,leap
120202,4,leaping
120202,4,spring
120202,4,saltation
120202,4,bound
120202,4,bounce
120515,4,vault
120515,4,hurdle
120647,4,jumping_up_and_down
120804,4,lob
120943,4,centering
120943,4,snap
121166,4,sending
121366,4,transmission
121366,4,transmittal
121366,4,transmitting
121645,4,forwarding
121904,4,referral
122106,4,remission
122106,4,remitment
122106,4,remit
122338,4,mailing
122338,4,posting
122530,4,wheeling
122530,4,rolling
122661,4,shooting
122661,4,shot
122954,4,shoot
123143,4,countershot
123234,4,discharge
123234,4,firing
123234,4,firing_off
123430,4,gun
123652,4,fire_control
123783,4,gunfire
123783,4,gunshot
124008,4,enfilade
124008,4,enfilade_fire
124151,4,snipe
124256,4,headshot
124342,4,skeet
124342,4,skeet_shooting
124342,4,trapshooting
124536,4,shellfire
124617,4,gunfight
124617,4,gunplay
124617,4,shootout
124766,4,potshot
124880,4,contact
124880,4,physical_contact
125126,4,rub
125126,4,wipe
125315,4,scuff
125436,4,tap
125436,4,pat
125436,4,dab
125629,4,hit
125629,4,hitting
125629,4,striking
126100,4,contusion
126236,4,crash
126236,4,smash
126447,4,impingement
126447,4,impaction
126584,4,batting
126721,4,fielding
126886,4,catching
127021,4,golfing
127151,4,pitching
127286,4,base_on_balls
127286,4,walk
127286,4,pass
127531,4,best
127672,4,worst
127866,4,fair_ball
128091,4,foul_ball
128324,4,snick
128477,4,bunt
128638,4,fly
128638,4,fly_ball
128867,4,blast
128976,4,pop_fly
128976,4,pop-fly
128976,4,pop-up
129089,4,grounder
129089,4,ground_ball
129089,4,groundball
129089,4,hopper
129317,4,chop
129317,4,chopper
129435,4,roller
129527,4,out
129743,4,force_out
129743,4,force-out
129743,4,force_play
129743,4,force
130093,4,putout
130347,4,strikeout
130512,4,whiff
130673,4,fielder's_choice
130846,4,sacrifice
130987,4,sacrifice_fly
131090,4,base_hit
131090,4,safety
131347,4,daisy_cutter
131485,4,header
131608,4,liner
131608,4,line_drive
131791,4,scorcher
131791,4,screamer
131877,4,line-drive_single
131877,4,line_single
131991,4,line-drive_double
131991,4,line_double
132105,4,line-drive_triple
132105,4,line_triple
132219,4,plunk
132219,4,plunker
132355,4,homer
132355,4,home_run
132497,4,solo_homer
132497,4,solo_blast
132601,4,single
132601,4,bingle
132756,4,double
132756,4,two-base_hit
132756,4,two-bagger
132756,4,two-baser
132982,4,triple
132982,4,three-base_hit
132982,4,three-bagger
133160,4,backhander
133234,4,clip
133338,4,knock
133338,4,belt
133338,4,rap
133338,4,whack
133338,4,whang
133567,4,thwack
133668,4,smack
133668,4,smacking
133668,4,slap
133875,4,smacker
133981,4,knockdown
134099,4,knockout
134099,4,KO
134099,4,kayo
134246,4,technical_knockout
134246,4,TKO
134391,4,swat
134472,4,spank
134574,4,whip
134574,4,lash
134574,4,whiplash
134780,4,punch
134780,4,clout
134780,4,poke
134780,4,lick
134780,4,biff
134780,4,slug
135148,4,box
135311,4,dig
135311,4,jab
135504,4,counterpunch
135504,4,parry
135504,4,counter
135637,4,haymaker
135637,4,knockout_punch
135637,4,KO_punch
135637,4,Sunday_punch
135799,4,hook
135952,4,jab
136048,4,rabbit_punch
136152,4,sucker_punch
136230,4,roundhouse
136329,4,kick
136329,4,boot
136329,4,kicking
136691,4,goal-kick
136876,4,goal-kick
136984,4,punt
136984,4,punting
137279,4,place_kick
137279,4,place-kicking
137534,4,free_kick
137709,4,corner_kick
137877,4,dropkick
138078,4,kiss
138221,4,kiss
138221,4,buss
138221,4,osculation
138441,4,laying_on
138599,4,smack
138599,4,smooch
138734,4,smacker
138799,4,soul_kiss
138799,4,deep_kiss
138799,4,French_kiss
138956,4,catch
138956,4,grab
138956,4,snatch
138956,4,snap
139544,4,fair_catch
139758,4,interception
139919,4,reception
140112,4,rebound
140264,4,shoestring_catch
140393,4,mesh
140393,4,meshing
140393,4,interlock
140393,4,interlocking
140652,4,handling
140652,4,manipulation
140900,4,fingering
141027,4,grope
141176,4,audit
141396,4,autopsy
141396,4,necropsy
141396,4,postmortem
141396,4,post-mortem
141396,4,PM
141396,4,postmortem_examination
141396,4,post-mortem_examination
141669,4,check-in
141806,4,check
141806,4,checkout
141806,4,check-out_procedure
142140,4,spot_check
142361,4,checkup
142361,4,medical_checkup
142361,4,medical_examination
142361,4,medical_exam
142361,4,medical
142361,4,health_check
142665,4,comparison
142665,4,comparing
143057,4,fine-tooth_comb
143057,4,fine-toothed_comb
143251,4,follow-up
143251,4,followup
143251,4,reexamination
143251,4,review
143536,4,going-over
143626,4,once-over
143626,4,look-over
143763,4,ophthalmoscopy
143885,4,palpation
143885,4,tactual_exploration
144182,4,ballottement
144445,4,tickle
144445,4,tickling
144445,4,titillation
144632,4,stroke
144632,4,stroking
144778,4,caress
145024,4,tag
145218,4,joining
145218,4,connection
145218,4,connexion
145779,4,hit
145929,4,interconnection
146111,4,intersection
146277,4,approximation
146277,4,bringing_close_together
146443,4,concatenation
146572,4,convergence
146572,4,converging
146572,4,convergency
146856,4,merging
146856,4,meeting
146856,4,coming_together
147091,4,concourse
147091,4,confluence
147187,4,encounter
147187,4,coming_upon
147314,4,articulation
147454,4,junction
147454,4,adjunction
147595,4,fastening
147595,4,attachment
147862,4,loosening
147862,4,laxation
148057,4,tightening
148242,4,ligation
148446,4,tubal_ligation
148653,4,bonding
148653,4,soldering
148762,4,doweling
148836,4,grounding
148836,4,earthing
148978,4,linkage
149084,4,tying
149084,4,ligature
149262,4,untying
149262,4,undoing
149262,4,unfastening
149508,4,welding
149699,4,butt_welding
149699,4,butt-welding
149895,4,spot_welding
149895,4,spot-welding
150097,4,flare
150228,4,Texas_leaguer
150379,4,flash_welding
150379,4,flash_butt_welding
150591,4,lick
150591,4,lap
150762,4,grazing
150762,4,shaving
150762,4,skimming
150932,4,tracing
151087,4,detection
151087,4,catching
151087,4,espial
151087,4,spying
151087,4,spotting
151314,4,self-discovery
151409,4,breakthrough
151497,4,determination
151497,4,finding
151914,4,rediscovery
152018,4,designation
152018,4,identification
152230,4,Bertillon_system
152338,4,fingerprinting
152519,4,genetic_profiling
152519,4,genetic_fingerprinting
152727,4,diagnosis
152727,4,diagnosing
152990,4,blood_typing
153105,4,medical_diagnosis
153288,4,prenatal_diagnosis
153499,4,differential_diagnosis
153665,4,prognosis
153665,4,prospect
153665,4,medical_prognosis
153809,4,resolution
153809,4,solving
153961,4,validation
153961,4,proof
153961,4,substantiation
154233,4,authentication
154233,4,certification
154433,4,documentation
154433,4,support
154689,4,monetization
154689,4,monetisation
154894,4,probate
155085,4,demonetization
155085,4,demonetisation
155298,4,falsification
155298,4,falsifying
155298,4,disproof
155298,4,refutation
155298,4,refutal
155487,4,localization
155487,4,localisation
155487,4,location
155487,4,locating
155487,4,fix
155797,4,echolocation
155797,4,echo_sounding
155970,4,predetermination
156119,4,rectification
156293,4,redetermination
156390,4,trigger
156390,4,induction
156390,4,initiation
156625,4,fomentation
156625,4,instigation
156812,4,compulsion
156812,4,coercion
157081,4,influence
157318,4,cross-pollination
157463,4,exposure
157687,4,overexposure
157877,4,underexposure
157957,4,impingement
157957,4,encroachment
157957,4,impact
158185,4,manipulation
158185,4,use
158443,4,mind_game
158805,4,autosuggestion
158805,4,auto-suggestion
158805,4,self-suggestion
158996,4,hypnotism
158996,4,mesmerism
158996,4,suggestion
159177,4,inducement
159177,4,inducing
159396,4,corruption
159620,4,enticement
159620,4,temptation
159899,4,blandishment
159899,4,wheedling
160073,4,ingratiation
160073,4,insinuation
160297,4,leading_astray
160297,4,leading_off
160415,4,seduction
160532,4,seduction
160532,4,conquest
160688,4,sexual_conquest
160688,4,score
160922,4,cuckoldry
161044,4,solicitation
161044,4,allurement
161243,4,choice
161243,4,selection
161243,4,option
161243,4,pick
161603,4,casting
161739,4,coloration
161739,4,colouration
161888,4,sampling
162055,4,random_sampling
162236,4,lucky_dip
162417,4,stratified_sampling
162417,4,representative_sampling
162417,4,proportional_sampling
162632,4,decision
162632,4,determination
162632,4,conclusion
163047,4,volition
163047,4,willing
163233,4,intention
163406,4,about-face
163406,4,volte-face
163406,4,reversal
163406,4,policy_change
163630,4,adulteration
163779,4,appointment
163779,4,assignment
163779,4,designation
163779,4,naming
164152,4,nomination
164345,4,assignment
164345,4,assigning
164579,4,allocation
164579,4,storage_allocation
164801,4,call
164999,4,co-option
164999,4,co-optation
165178,4,delegacy
165298,4,ordination
165298,4,ordinance
165563,4,recognition
165793,4,laying_on_of_hands
165942,4,move
166172,4,move
166355,4,chess_move
166552,4,castle
166552,4,castling
166702,4,capture
166865,4,en_passant
167063,4,exchange
167278,4,exchange
167446,4,check
167580,4,discovered_check
167764,4,checkmate
167764,4,mate
167950,4,gambit
168121,4,demarche
168237,4,maneuver
168237,4,manoeuvre
168237,4,tactical_maneuver
168237,4,tactical_manoeuvre
168505,4,parking
168658,4,move
168658,4,relocation
168911,4,flit
169047,4,downshift
169147,4,downshift
169305,4,bank
169522,4,vertical_bank
169651,4,chandelle
169811,4,loop
169811,4,loop-the-loop
170005,4,inside_loop
170172,4,outside_loop
170340,4,roll
170536,4,barrel_roll
170643,4,snap_roll
170710,4,slip
170710,4,sideslip
170844,4,flight_maneuver
170844,4,airplane_maneuver
171050,4,straight-arm
171249,4,device
171249,4,gimmick
171249,4,twist
171507,4,mnemonic
171618,4,trick
171618,4,fast_one
171882,4,shtik
171882,4,schtik
171882,4,shtick
171882,4,schtick
172073,4,feint
172217,4,juke
172217,4,fake
172347,4,footwork
172490,4,ploy
172490,4,gambit
172490,4,stratagem
172598,4,ruse
172598,4,artifice
172710,4,means
172710,4,agency
172710,4,way
173172,4,dint
173283,4,escape
173487,4,fast_track
173761,4,instrument
173761,4,tool
174003,4,road
174127,4,royal_road
174260,4,stepping_stone
174412,4,measure
174412,4,step
174663,4,countermeasure
174782,4,bear_hug
174950,4,proxy_fight
175174,4,leveraged_buyout
175433,4,bust-up_takeover
175605,4,shark_repellent
175605,4,porcupine_provision
175875,4,golden_parachute
176052,4,greenmail
176312,4,pac-man_strategy
176449,4,poison_pill
176609,4,suicide_pill
176766,4,safe_harbor
176994,4,scorched-earth_policy
177127,4,diagnostic_procedure
177127,4,diagnostic_technique
177448,4,expedient
177638,4,backstop
177783,4,emergency_procedure
178024,4,experimental_procedure
178177,4,double-blind_procedure
178177,4,double-blind_experiment
178177,4,double-blind_study
178551,4,makeshift
178551,4,stopgap
178551,4,make-do
178700,4,crutch
178832,4,improvisation
178832,4,temporary_expedient
178972,4,pis_aller
178972,4,last_resort
179125,4,desperate_measure
179275,4,open_sesame
179380,4,salvation
179576,4,tooth
179683,4,voice
179916,4,wings
180054,4,casting_lots
180054,4,drawing_lots
180054,4,sortition
180228,4,resolution
180413,4,adoption
180413,4,acceptance
180413,4,acceptation
180413,4,espousal
180770,4,embrace
180770,4,bosom
180962,4,election
181191,4,co-option
181191,4,co-optation
181373,4,reelection
181495,4,plebiscite
181640,4,referendum
181781,4,election
182213,4,vote
182435,4,general_election
182571,4,primary
182571,4,primary_election
182723,4,direct_primary
182897,4,closed_primary
183084,4,open_primary
183240,4,by-election
183240,4,bye-election
183357,4,runoff
183505,4,vote
183505,4,ballot
183505,4,voting
183505,4,balloting
183995,4,block_vote
184135,4,cumulative_vote
184362,4,secret_ballot
184501,4,split_ticket
184652,4,straight_ticket
184802,4,multiple_voting
